"file","status","reason","role","risk","lines","uses","used_by"
"apps/web/src/app/api/tvshows-discover/route.ts","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","LOW","106","3","13"
"apps/web/src/app/api/watchlist-items/route.ts","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","LOW","97","4","13"
"apps/web/src/app/api/watchlist-movies/route.ts","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","LOW","42","2","13"
"apps/web/src/app/error.module.css","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","LOW","48","0","2"
"apps/web/src/app/error.tsx","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","MEDIUM","25","2","2"
"apps/web/src/app/icon.tsx","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","LOW","28","1","0"
"apps/web/src/app/indexnow-key/route.ts","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","LOW","22","1","13"
"apps/web/src/app/layout.tsx","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","HIGH","138","12","0"
"apps/web/src/app/llms.txt/route.ts","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","LOW","24","1","13"
"apps/web/src/app/loading.module.css","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","LOW","60","0","3"
"apps/web/src/app/loading.tsx","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","MEDIUM","18","2","3"
"apps/web/src/app/manifest.ts","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","LOW","32","1","0"
"apps/web/src/app/not-found.tsx","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","LOW","27","3","0"
"apps/web/src/app/opengraph-image.alt.txt","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","LOW","1","0","0"
"apps/web/src/app/opengraph-image.tsx","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","LOW","73","2","0"
"apps/web/src/app/robots.ts","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","LOW","31","2","0"
"apps/web/src/app/sitemap.ts","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","LOW","198","6","0"
"apps/web/src/app/twitter-image.alt.txt","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","LOW","1","0","0"
"apps/web/src/app/twitter-image.tsx","KEEP","Protected entrypoint/config/docs/pipeline file.","app-entry-or-route","LOW","5","0","0"
"apps/web/src/classes/index.ts","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","4","0","2"
"apps/web/src/components/AppChrome/AppChrome.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","44","6","2"
"apps/web/src/components/AppChrome/DetailAppChrome.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","27","4","1"
"apps/web/src/components/BackToTop/BackToTop.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","44","0","1"
"apps/web/src/components/BackToTop/BackToTop.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","43","3","2"
"apps/web/src/components/BrowseSectionPage/BrowseSectionPage.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","22","0","0"
"apps/web/src/components/CardsGrid/CardsGrid.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","19","3","1"
"apps/web/src/components/CountrySelect/CountrySelect.module.css","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","186","0","1"
"apps/web/src/components/CountrySelect/CountrySelect.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","130","4","2"
"apps/web/src/components/DeferredAppChrome/DeferredAppChrome.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","16","3","0"
"apps/web/src/components/DesignThemeProvider/DesignThemeProvider.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","68","3","1"
"apps/web/src/components/EmptyState/EmptyState.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","94","0","1"
"apps/web/src/components/EmptyState/EmptyState.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","56","3","2"
"apps/web/src/components/FadeInView/FadeInView.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","14","1","2"
"apps/web/src/components/FilterBar/FilterBar.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","135","0","0"
"apps/web/src/components/Footer/Footer.module.css","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","746","0","2"
"apps/web/src/components/Footer/Footer.tsx","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","273","6","2"
"apps/web/src/components/Footer/FooterClient.tsx","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","231","5","0"
"apps/web/src/components/FormField/FormField.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","123","0","0"
"apps/web/src/components/Header/Header.module.css","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","1221","0","2"
"apps/web/src/components/Header/Header.tsx","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","1237","12","2"
"apps/web/src/components/Header/HeaderExtras.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","126","4","1"
"apps/web/src/components/Header/drawerSearch.utils.test.ts","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","26","2","0"
"apps/web/src/components/Header/drawerSearch.utils.ts","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","19","0","2"
"apps/web/src/components/HeroSection/HeroSection.module.css","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","692","0","1"
"apps/web/src/components/HeroSection/HeroSection.tsx","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","396","6","2"
"apps/web/src/components/HomeDiscoverShelves/HomeDiscoverShelves.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","58","0","1"
"apps/web/src/components/HomeDiscoverShelves/HomeDiscoverShelves.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","113","5","2"
"apps/web/src/components/HomeDiscoverShelves/HomeShelvesFallback.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","14","1","1"
"apps/web/src/components/HomeLcpPreloadLinks.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","61","2","1"
"apps/web/src/components/IconSlot/iconSlot.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","64","0","20"
"apps/web/src/components/KeyboardShortcutsModal/KeyboardShortcutsModal.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","123","0","0"
"apps/web/src/components/LegalDocument/LegalDocument.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","105","0","1"
"apps/web/src/components/LegalDocument/LegalDocument.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","26","2","11"
"apps/web/src/components/LoginForm/LoginForm.module.css","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","699","0","1"
"apps/web/src/components/LoginForm/LoginForm.tsx","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","201","7","2"
"apps/web/src/components/MediaCard/MediaCard.module.css","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","761","0","1"
"apps/web/src/components/MediaCard/MediaCard.tsx","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","514","11","3"
"apps/web/src/components/MediaShelf/MediaShelf.module.css","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","372","0","2"
"apps/web/src/components/MediaShelf/MediaShelf.tsx","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","184","7","3"
"apps/web/src/components/MediaShelf/MediaShelfSkeletonLight.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","53","0","1"
"apps/web/src/components/MediaShelf/MediaShelfSkeletonLight.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","45","2","3"
"apps/web/src/components/MosaicHeroLcpPreload.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","5","0","5"
"apps/web/src/components/MovieDetailPage/HeroLcpPreloadLinks.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","40","1","3"
"apps/web/src/components/MovieDetailPage/MovieCastSection.module.css","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","158","0","1"
"apps/web/src/components/MovieDetailPage/MovieCastSection.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","66","9","2"
"apps/web/src/components/MovieDetailPage/MovieCollectionSection.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","99","0","1"
"apps/web/src/components/MovieDetailPage/MovieCollectionSection.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","36","4","1"
"apps/web/src/components/MovieDetailPage/MovieComments.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","82","0","2"
"apps/web/src/components/MovieDetailPage/MovieComments.tsx","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","148","3","2"
"apps/web/src/components/MovieDetailPage/MovieCommentsRoot.client.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","19","3","2"
"apps/web/src/components/MovieDetailPage/MovieDetailBelowFoldDynamics.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","32","2","3"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.module.css","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","2103","0","6"
"apps/web/src/components/MovieDetailPage/MovieDetailPage.tsx","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","666","20","7"
"apps/web/src/components/MovieDetailPage/MovieDetailPageLite.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","101","9","0"
"apps/web/src/components/MovieDetailPage/MovieDetailStreamedBelowFold.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","83","5","3"
"apps/web/src/components/MovieDetailPage/MovieDetailTvDynamics.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","9","2","1"
"apps/web/src/components/MovieDetailPage/MovieFaqAccordion.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","45","1","1"
"apps/web/src/components/MovieDetailPage/MovieHeroBackdropCarousel.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","139","0","1"
"apps/web/src/components/MovieDetailPage/MovieHeroBackdropCarousel.tsx","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","236","4","1"
"apps/web/src/components/MovieDetailPage/MovieHeroBackdropImage.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","16","1","2"
"apps/web/src/components/MovieDetailPage/MovieHeroTrailerActions.tsx","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","201","6","1"
"apps/web/src/components/MovieDetailPage/MovieOverviewBlock.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","41","0","1"
"apps/web/src/components/MovieDetailPage/MovieOverviewBlock.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","11","1","2"
"apps/web/src/components/MovieDetailPage/MovieOverviewFeedback.module.css","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","152","0","0"
"apps/web/src/components/MovieDetailPage/MoviePhotosSection.client.tsx","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","154","6","1"
"apps/web/src/components/MovieDetailPage/MoviePhotosSection.module.css","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","210","0","2"
"apps/web/src/components/MovieDetailPage/MoviePhotosSection.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","121","7","3"
"apps/web/src/components/MovieDetailPage/MoviePrimaryRatingsRow.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","30","3","1"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryActions.tsx","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","200","7","1"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryPanel.module.css","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","236","0","3"
"apps/web/src/components/MovieDetailPage/MoviePrimarySummaryPanel.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","128","9","4"
"apps/web/src/components/MovieDetailPage/MovieShareButton.module.css","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","197","0","1"
"apps/web/src/components/MovieDetailPage/MovieShareButton.tsx","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","228","5","4"
"apps/web/src/components/MovieDetailPage/MovieSimilarRailCard.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","60","0","1"
"apps/web/src/components/MovieDetailPage/MovieSimilarRailCard.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","60","5","2"
"apps/web/src/components/MovieDetailPage/MovieTrailerBlock.client.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","122","5","1"
"apps/web/src/components/MovieDetailPage/MovieTrailerBlock.module.css","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","218","0","2"
"apps/web/src/components/MovieDetailPage/MovieTrailerBlock.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","53","3","3"
"apps/web/src/components/MovieDetailPage/MovieUserRatingCard.module.css","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","196","0","1"
"apps/web/src/components/MovieDetailPage/MovieUserRatingCard.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","139","2","2"
"apps/web/src/components/MovieDetailPage/MovieWatchProvidersPanel.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","127","0","1"
"apps/web/src/components/MovieDetailPage/MovieWatchProvidersPanel.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","90","6","2"
"apps/web/src/components/MovieDetailPage/TmdbLogoMark.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","29","0","1"
"apps/web/src/components/MovieDetailPage/movieTrailerEvents.ts","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","2","0","3"
"apps/web/src/components/MoviesDiscoverPage/MoviesDiscoverPage.module.css","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","862","0","1"
"apps/web/src/components/MoviesDiscoverPage/MoviesDiscoverPage.tsx","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","1398","6","6"
"apps/web/src/components/NavigationProgress/NavigationProgress.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","47","0","1"
"apps/web/src/components/NavigationProgress/NavigationProgress.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","70","3","1"
"apps/web/src/components/PerformanceMonitor/PerformanceMonitor.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","8","1","2"
"apps/web/src/components/PerformanceMonitor/PerformanceMonitorClient.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","7","1","1"
"apps/web/src/components/PersonFilmography/PersonFilmography.module.css","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","189","0","1"
"apps/web/src/components/PersonFilmography/PersonFilmography.tsx","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","207","6","2"
"apps/web/src/components/PersonFilmography/PersonFilmographyStream.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","6","2","1"
"apps/web/src/components/PersonPhotosRail/PersonPhotosRail.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","137","0","1"
"apps/web/src/components/PersonPhotosRail/PersonPhotosRail.tsx","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","140","5","2"
"apps/web/src/components/PopularActorsShelf/PopularActorsShelf.module.css","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","229","0","1"
"apps/web/src/components/PopularActorsShelf/PopularActorsShelf.tsx","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","143","10","2"
"apps/web/src/components/ProfilePage/ProfilePage.module.css","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","779","0","1"
"apps/web/src/components/ProfilePage/ProfilePage.tsx","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","542","8","2"
"apps/web/src/components/Providers/SessionProvider.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","9","2","2"
"apps/web/src/components/RandomMoviePage/RandomMoviePage.module.css","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","687","0","1"
"apps/web/src/components/RandomMoviePage/RandomMoviePage.tsx","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","475","8","2"
"apps/web/src/components/RegisterForm/RegisterForm.module.css","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","853","0","1"
"apps/web/src/components/RegisterForm/RegisterForm.tsx","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","731","7","2"
"apps/web/src/components/Ripple/Ripple.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","28","0","1"
"apps/web/src/components/Ripple/Ripple.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","74","3","2"
"apps/web/src/components/ScrollProgressBar/ScrollProgressBar.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","23","0","1"
"apps/web/src/components/ScrollProgressBar/ScrollProgressBar.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","36","3","2"
"apps/web/src/components/SearchBar/SearchBar.module.css","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","251","0","1"
"apps/web/src/components/SearchBar/SearchBar.tsx","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","266","6","3"
"apps/web/src/components/SearchPage/SearchPage.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","128","0","1"
"apps/web/src/components/SearchPage/SearchPageClient.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","134","6","2"
"apps/web/src/components/ServiceWorkerRegistration.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","34","1","1"
"apps/web/src/components/ShelfRevealShell/ShelfRevealShell.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","21","1","2"
"apps/web/src/components/Spinner/Spinner.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","57","0","0"
"apps/web/src/components/Toast/Toast.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","125","0","1"
"apps/web/src/components/Toast/Toast.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","132","3","5"
"apps/web/src/components/TvSeriesEpisodes/TvSeriesEpisodes.module.css","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","466","0","1"
"apps/web/src/components/TvSeriesEpisodes/TvSeriesEpisodes.tsx","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","263","4","1"
"apps/web/src/components/WatchlistButton/WatchlistButton.module.css","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","35","0","0"
"apps/web/src/components/WatchlistPage/WatchlistPage.module.css","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","210","0","1"
"apps/web/src/components/WatchlistPage/WatchlistPage.tsx","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","ui-component","LOW","495","7","2"
"apps/web/src/components/WebPageJsonLd/WebPageJsonLd.tsx","KEEP","Single-purpose file or protected wiring.","ui-component","LOW","38","1","23"
"apps/web/src/components/YearRangeSlider/YearRangeSlider.module.css","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","ui-component","LOW","144","0","0"
"apps/web/src/hooks/usePerformanceMonitor.ts","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","81","2","1"
"apps/web/src/hooks/usePrefersReducedMotion.ts","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","27","1","4"
"apps/web/src/lib/auth-client.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","55","0","3"
"apps/web/src/lib/blurhashToDataUrl.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","122","0","1"
"apps/web/src/lib/cachePolicy.test.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","41","2","0"
"apps/web/src/lib/cachePolicy.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","86","0","3"
"apps/web/src/lib/canonicalQuery.test.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","21","2","0"
"apps/web/src/lib/canonicalQuery.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","36","0","5"
"apps/web/src/lib/cartoonDetailRoute.tsx","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","domain-lib","LOW","253","15","1"
"apps/web/src/lib/cartoonsDiscoverCopy.ts","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","domain-lib","LOW","356","4","0"
"apps/web/src/lib/deviceTier.test.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","93","2","0"
"apps/web/src/lib/deviceTier.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","56","0","0"
"apps/web/src/lib/discoverCopyHelpers.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","46","0","0"
"apps/web/src/lib/entitySearch.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","62","0","4"
"apps/web/src/lib/imageSizes.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","4","0","2"
"apps/web/src/lib/indexnowPipeline.test.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","75","2","0"
"apps/web/src/lib/indexnowPipeline.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","120","0","2"
"apps/web/src/lib/jsonLdEntity.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","56","1","5"
"apps/web/src/lib/jsonLdPerson.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","29","5","1"
"apps/web/src/lib/jsonLdSite.ts","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","domain-lib","LOW","189","2","9"
"apps/web/src/lib/localWatchlist.ts","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","domain-lib","LOW","169","1","2"
"apps/web/src/lib/movieGenreHubContent.ts","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","domain-lib","LOW","483","0","2"
"apps/web/src/lib/movieGenreRoute.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","36","0","9"
"apps/web/src/lib/moviePageDataCache.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","5","2","4"
"apps/web/src/lib/moviesDiscoverCopy.ts","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","domain-lib","LOW","362","5","0"
"apps/web/src/lib/personCredits.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","7","2","2"
"apps/web/src/lib/personPageDataCache.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","6","2","2"
"apps/web/src/lib/posterFaceFocalPoint.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","126","0","2"
"apps/web/src/lib/rateLimit.test.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","11","2","0"
"apps/web/src/lib/rateLimit.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","48","0","7"
"apps/web/src/lib/seoConsistencyCore.test.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","27","2","0"
"apps/web/src/lib/seoCrawlBudgetCore.test.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","30","2","0"
"apps/web/src/lib/seoFreshness.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","11","0","1"
"apps/web/src/lib/seoInternalLinksCore.test.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","39","2","0"
"apps/web/src/lib/seoSnippetTemplates.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","129","0","6"
"apps/web/src/lib/seoSocial.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","74","2","33"
"apps/web/src/lib/seoTitles.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","20","0","4"
"apps/web/src/lib/seriesDiscoverCopy.ts","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","domain-lib","LOW","303","4","0"
"apps/web/src/lib/site.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","14","0","23"
"apps/web/src/lib/sitemapDiscoverUrls.ts","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","domain-lib","LOW","189","5","1"
"apps/web/src/lib/sitemapUtils.test.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","24","2","0"
"apps/web/src/lib/sitemapUtils.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","17","1","2"
"apps/web/src/lib/slug.test.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","30","2","0"
"apps/web/src/lib/slug.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","119","2","21"
"apps/web/src/lib/textScript.ts","KEEP","Single-purpose file or protected wiring.","domain-lib","LOW","5","0","7"
"apps/web/src/lib/tmdb.test.ts","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","domain-lib","LOW","277","2","0"
"apps/web/src/lib/tmdb.ts","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","domain-lib","LOW","4716","3","46"
"apps/web/src/lib/tvSeriesDetailRoute.tsx","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","domain-lib","LOW","290","16","3"
"apps/web/src/lib/tvShowsDiscoverCopy.ts","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","domain-lib","LOW","297","4","0"
"apps/web/src/middleware.ts","KEEP","Protected entrypoint/config/docs/pipeline file.","runtime-config","HIGH","70","2","0"
"apps/web/src/styles/app-layers.css","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","supporting-artifact","MEDIUM","737","0","1"
"apps/web/src/styles/base.css","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","supporting-artifact","MEDIUM","206","0","1"
"apps/web/src/styles/design-tokens.generated.css","KEEP","Protected entrypoint/config/docs/pipeline file.","tokens-or-generated-style","MEDIUM","91","0","1"
"apps/web/src/styles/globals.css","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","supporting-artifact","MEDIUM","410","0","3"
"apps/web/src/styles/keyframes-motion.css","SPLIT","Large file (>250 lines) with likely mixed responsibilities.","supporting-artifact","MEDIUM","254","0","1"
"apps/web/src/styles/tailwind.css","KEEP","Single-purpose file or protected wiring.","supporting-artifact","MEDIUM","1","0","1"
"apps/web/src/types/next-auth.d.ts","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","15","2","0"
"apps/web/tailwind.config.ts","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","222","3","0"
"apps/web/tsconfig.json","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","22","0","0"
"apps/web/tsconfig.tsbuildinfo","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","1","0","0"
"biome.json","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","457","0","0"
"budget.json","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","20","0","0"
